;Name;Latitude;Longitude;Population;Timezone;same_name
9475;Jupiter;26.93422;-80.09421;62707;East Coast;City without UK name
9476;Kensington Park;27.35949;-82.49649;3901;East Coast;City without UK name
9477;Odessa;28.1939;-82.59176;7267;East Coast;City without UK name
9478;Orangetree;26.29286;-81.58842;4406;East Coast;City without UK name
9479;Pahokee;26.82006;-80.66534;6071;East Coast;City without UK name
9480;Sorrento;28.80777;-81.56368;861;East Coast;City without UK name
9481;Tangerine;28.76499;-81.63063;2865;East Coast;City without UK name
9482;Tarpon Springs;28.14612;-82.75677;24605;East Coast;City without UK name
9483;West Vero Corridor;27.63775;-80.48576;7138;East Coast;City without UK name
9485;Zephyrhills;28.23362;-82.18119;14611;East Coast;City without UK name
9486;Augusta;33.47097;-81.97484;43459;East Coast;City without UK name
9487;Bogart;33.94928;-83.53461;1042;East Coast;City without UK name
9488;Chattanooga Valley;34.93285;-85.35551;3846;East Coast;City without UK name
9489;Columbus;32.46098;-84.98771;200579;East Coast;City without UK name
9490;Flovilla;33.25373;-83.89852;634;East Coast;City without UK name
9491;Gresham Park;33.70344;-84.31437;7432;East Coast;City without UK name
9492;Hazlehurst;31.86963;-82.5943;4196;East Coast;City without UK name
9493;Hogansville;33.17318;-84.91494;3110;East Coast;City without UK name
9494;Lavonia;34.43594;-83.10682;2165;East Coast;City without UK name
9495;Lyerly;34.40398;-85.40329;529;East Coast;City without UK name
9496;Milan;32.0174;-83.06265;766;East Coast;City without UK name
9497;Monroe;33.79484;-83.71323;13641;East Coast;City without UK name
9498;Nahunta;31.20439;-81.98123;1060;East Coast;City without UK name
9499;Newborn;33.51706;-83.69601;734;East Coast;City without UK name
9500;Ringgold;34.91591;-85.10912;3700;East Coast;City without UK name
9501;Saint Simon Mills;31.17079;-81.40732;13915;East Coast;City without UK name
9502;Valdosta;30.83334;-83.28032;55724;East Coast;City without UK name
9514;Dillsboro;39.01783;-85.05884;1320;East Coast;City without UK name
9527;Artemus;36.83342;-83.84159;590;East Coast;City without UK name
9890;Woodland Park;40.88982;-74.19487;12518;East Coast;City without UK name
9891;Airmont;41.10093;-74.11625;8891;East Coast;City without UK name
9892;Altamont;42.70063;-74.03374;1720;East Coast;City without UK name
9893;Avon;42.91201;-77.74556;3319;East Coast;City without UK name
9894;Babylon;40.69566;-73.32568;12161;East Coast;City without UK name
9895;Chestnut Ridge;41.08426;-74.0557;8158;East Coast;City without UK name
9896;Crown Point;43.95034;-73.43707;1903;East Coast;City without UK name
9897;Delmar;42.62202;-73.83262;8195;East Coast;City without UK name
9898;East Flatbush;40.65371;-73.93042;178464;East Coast;City without UK name
9899;Eastchester;40.88601;-73.82804;5000;East Coast;City without UK name
9900;Elizabethtown;44.21616;-73.59097;754;East Coast;City without UK name
9901;Farmingdale;40.7326;-73.4454;8688;East Coast;City without UK name
9902;Flower Hill;40.80732;-73.68124;4838;East Coast;City without UK name
9903;Franklin Square;40.70732;-73.67596;29320;East Coast;City without UK name
9904;Fredonia;42.44006;-79.33171;10705;East Coast;City without UK name
9905;Graniteville;40.62483;-74.14848;15272;East Coast;City without UK name
9906;Great Neck Plaza;40.78677;-73.72652;6925;East Coast;City without UK name
9907;Jamesport;40.94954;-72.58148;1710;East Coast;City without UK name
9908;Kensington;40.79343;-73.72208;1185;East Coast;City with UK name
9909;Laurel;40.96954;-72.56203;1394;East Coast;City without UK name
9910;Manorville;40.87371;-72.80788;14314;East Coast;City without UK name
9911;Massapequa Park;40.68038;-73.45512;17232;East Coast;City without UK name
9912;Milton;43.03369;-73.85262;3087;East Coast;City with UK name
9913;Mount Morris;42.72562;-77.87417;2899;East Coast;City without UK name
9914;Nesconset;40.85204;-73.154;13387;East Coast;City without UK name
9915;North Collins;42.59534;-78.94115;1225;East Coast;City without UK name
9916;North Lynbrook;40.60233;-73.66457;793;East Coast;City without UK name
9917;Nunda;42.57951;-77.9425;1328;East Coast;City without UK name
9918;Park Slope;40.6701;-73.98597;65047;East Coast;City without UK name
9919;Pleasant Plains;40.52399;-74.2157;808;East Coast;City without UK name
9920;Port Washington North;40.84482;-73.7018;3207;East Coast;City without UK name
9921;Pound Ridge;41.20871;-73.57485;5104;East Coast;City without UK name
9922;Rego Park;40.72649;-73.85264;43925;East Coast;City without UK name
9923;Ripley;42.267;-79.7106;872;East Coast;City with UK name
9924;Roslyn;40.79982;-73.65096;2795;East Coast;City without UK name
9925;Scio;42.17146;-77.97861;609;East Coast;City without UK name
9926;Shelter Island Heights;41.08399;-72.35592;1048;East Coast;City without UK name
9927;Sherburne;42.67813;-75.49851;1332;East Coast;City without UK name
9928;South Huntington;40.82371;-73.39873;9422;East Coast;City without UK name
9929;Syosset;40.82621;-73.50207;18829;East Coast;City without UK name
9930;Ticonderoga;43.84867;-73.42345;3382;East Coast;City without UK name
9931;Waddington;44.8645;-75.2041;968;East Coast;City with UK name
9932;Wainscott;40.93677;-72.24286;650;East Coast;City without UK name
9933;Watkins Glen;42.38063;-76.87329;1859;East Coast;City without UK name
9934;Alliance;40.91534;-81.10593;22055;East Coast;City without UK name
9935;Bradner;41.32422;-83.43854;1019;East Coast;City without UK name
9936;Broadview Heights;41.31394;-81.68513;19229;East Coast;City without UK name
9937;Celina;40.54894;-84.57023;10387;East Coast;City without UK name
9938;Chesterland;41.52227;-81.33789;2521;East Coast;City without UK name
9939;Gahanna;40.01923;-82.87934;34590;East Coast;City without UK name
9940;Gettysburg;40.11144;-84.49523;505;East Coast;City without UK name
9941;Jeromesville;40.80422;-82.19571;562;East Coast;City without UK name
9942;Mineral City;40.60117;-81.36122;723;East Coast;City without UK name
9943;New Bremen;40.43699;-84.37967;2964;East Coast;City without UK name
9944;Newark;40.05812;-82.40126;47986;East Coast;City without UK name
9945;Peninsula;41.24117;-81.55262;571;East Coast;City without UK name
9946;Republic;41.122;-83.01575;537;East Coast;City without UK name
9947;Riverlea;40.08201;-83.02518;569;East Coast;City without UK name
9948;Salem;40.90089;-80.85675;12003;East Coast;City without UK name
9949;Woodville;41.45144;-83.36576;2083;East Coast;City without UK name
9950;Central City;40.11063;-78.80197;1073;East Coast;City without UK name
9951;Chalfant;40.40868;-79.83894;791;East Coast;City without UK name
9952;Clarks Summit;41.48869;-75.70852;4950;East Coast;City without UK name
9953;Claysville;40.11785;-80.41034;810;East Coast;City without UK name
9954;Conneautville;41.75783;-80.36784;751;East Coast;City without UK name
9955;Cornwall;40.2737;-76.40607;4226;East Coast;City without UK name
9956;Doylestown;40.31011;-75.12989;8301;East Coast;City without UK name
9957;Dresher;40.14094;-75.16684;5610;East Coast;City without UK name
9958;Elkland;41.98618;-77.31081;1779;East Coast;City without UK name
9959;Elverson;40.15676;-75.83271;1314;East Coast;City without UK name
9960;Gratz;40.61175;-76.71858;754;East Coast;City without UK name
9961;Langhorne;40.17455;-74.92267;1599;East Coast;City without UK name
9962;Lawrenceville;41.99757;-77.12608;615;East Coast;City without UK name
9963;Lehighton;40.8337;-75.7138;5314;East Coast;City without UK name
9964;Liverpool;40.57481;-76.98915;962;East Coast;City with UK name
9965;Marion Heights;40.80425;-76.46495;605;East Coast;City without UK name
9966;Marshallton;40.78675;-76.5394;1441;East Coast;City without UK name
9967;Mayfield;40.13618;-79.59782;1717;East Coast;City with UK name
9968;Midland;40.63257;-80.44645;2566;East Coast;City without UK name
9969;Montrose;41.83397;-75.87714;1527;East Coast;City with UK name
9970;Nanticoke;41.20536;-76.00492;10258;East Coast;City without UK name
9971;Nazareth;40.74038;-75.30962;5681;East Coast;City without UK name
9972;Norvelt;40.20813;-79.49754;948;East Coast;City without UK name
9973;Oakland;40.98978;-80.36951;1569;East Coast;City without UK name
9974;Parker;41.0959;-79.68255;822;East Coast;City without UK name
9975;Pocono Springs;41.27453;-75.41129;926;East Coast;City without UK name
9976;Reedsville;40.66396;-77.59583;641;East Coast;City without UK name
9977;Richboro;40.21511;-75.01072;6563;East Coast;City without UK name
9978;Slippery Rock;41.06395;-80.05645;3613;East Coast;City without UK name
9979;Stony Creek Mills;40.34565;-75.86993;1045;East Coast;City without UK name
9980;Tidioute;41.68506;-79.4031;673;East Coast;City without UK name
9981;Wall;40.39368;-79.78616;571;East Coast;City with UK name
9982;White Haven;41.06064;-75.77408;1097;East Coast;City without UK name
9983;White Oak;40.33757;-79.80921;7775;East Coast;City without UK name
9984;Whitehall;40.36118;-79.99089;13834;East Coast;City without UK name
9985;Womelsdorf;40.36176;-76.18411;2859;East Coast;City without UK name
9986;York Springs;40.00898;-77.11554;838;East Coast;City without UK name
9987;Coventry;41.7001;-71.68284;35525;East Coast;City with UK name
9988;East Providence;41.81371;-71.37005;47408;East Coast;City without UK name
9991;Williston;44.43755;-73.06818;8314;East Coast;City without UK name
9992;Woodstock;43.62424;-72.51843;871;East Coast;City with UK name
10012;New Cumberland;40.49673;-80.60674;1063;East Coast;City without UK name
10023;Albany;37.88687;-122.29775;19735;West Coast;City without UK name
10024;Avila Beach;35.17998;-120.73184;1627;West Coast;City without UK name
10025;Coloma;38.7999;-120.89022;529;West Coast;City without UK name
10026;Discovery Bay;37.90854;-121.60023;13352;West Coast;City without UK name
10027;East Porterville;36.05745;-118.97566;6767;West Coast;City without UK name
10028;East Richmond Heights;37.94492;-122.31358;3280;West Coast;City without UK name
10029;El Centro;32.792;-115.56305;43956;West Coast;City without UK name
10030;El Cerrito;37.91576;-122.31164;23549;West Coast;City without UK name
10031;Foresthill;39.02018;-120.81799;1483;West Coast;City without UK name
10032;Fountain Valley;33.70918;-117.95367;56987;West Coast;City without UK name
10033;Greenfield;35.26885;-119.00288;3991;West Coast;City with UK name
10034;Hidden Meadows;33.22531;-117.11253;3485;West Coast;City without UK name
10035;Independence;36.80271;-118.2001;669;West Coast;City without UK name
10036;King City;36.21274;-121.12603;13902;West Coast;City without UK name
10037;Los Gatos;37.22661;-121.97468;30705;West Coast;City without UK name
10038;Los Serranos;33.97279;-117.70811;7099;West Coast;City without UK name
10039;Mariposa;37.48494;-119.96628;2173;West Coast;City without UK name
10040;Marysville;39.14573;-121.59135;12216;West Coast;City without UK name
10041;Monte Sereno;37.23633;-121.99246;3556;West Coast;City without UK name
10042;Morongo Valley;34.04695;-116.58085;3552;West Coast;City without UK name
10043;Mountain House;37.78326;-121.54273;9675;West Coast;City without UK name
10044;Orange Cove;36.62439;-119.31373;9598;West Coast;City without UK name
10045;Pacheco;37.98353;-122.07524;3685;West Coast;City without UK name
10046;Piedmont;37.82437;-122.23163;11376;West Coast;City without UK name
10047;Riverdale Park;37.60938;-121.05188;1128;West Coast;City without UK name
10048;Romoland;33.74585;-117.17503;1684;West Coast;City without UK name
10049;Rosamond;34.86414;-118.16341;18150;West Coast;City without UK name
10050;San Francisco;37.77493;-122.41942;864816;West Coast;City without UK name
10051;San Leandro;37.72493;-122.15608;90712;West Coast;City without UK name
10052;San Mateo;37.56299;-122.32553;103536;West Coast;City without UK name
10053;Santa Maria;34.95303;-120.43572;105093;West Coast;City without UK name
10054;Shingle Springs;38.66574;-120.92605;4432;West Coast;City without UK name
10055;Simi Valley;34.26945;-118.78148;126788;West Coast;City without UK name
10056;Westmont;33.9414;-118.3023;31853;West Coast;City without UK name
10057;Windsor;38.54713;-122.81638;27464;West Coast;City with UK name
10058;Winter Gardens;32.83116;-116.93336;20631;West Coast;City without UK name
10069;Paradise;36.09719;-115.14666;223167;West Coast;City without UK name
10080;Indianola;40.81263;-124.08312;823;West Coast;City without UK name
10086;Moscow;46.73239;-117.00017;25060;West Coast;City without UK name
10087;Plummer;47.33518;-116.88851;1019;West Coast;City without UK name
10097;Spring Creek;40.72659;-115.5859;12361;West Coast;City without UK name
10098;Bayside Gardens;45.71372;-123.91513;880;West Coast;City without UK name
10099;Corvallis;44.56457;-123.26204;55780;West Coast;City without UK name
10100;Forest Grove;45.51984;-123.11066;24457;West Coast;City without UK name
10101;John Day;44.41599;-118.95301;1680;West Coast;City without UK name
10102;Junction City;44.21929;-123.20565;5842;West Coast;City without UK name
10103;Manzanita;45.71844;-123.93514;622;West Coast;City without UK name
10104;Newberg;45.30012;-122.97316;22780;West Coast;City without UK name
10105;Oak Grove;45.41679;-122.64009;16629;West Coast;City without UK name
10107;Scappoose;45.75428;-122.8776;6954;West Coast;City without UK name
10108;West Haven;45.51762;-122.76954;6009;West Coast;City without UK name
10118;Cheney;47.48739;-117.57576;11534;West Coast;City without UK name
10119;Coulee City;47.61126;-119.29225;572;West Coast;City without UK name
10120;Darrington;48.25539;-121.60151;1376;West Coast;City with UK name
10121;Des Moines;47.40177;-122.32429;31221;West Coast;City without UK name
10122;Enetai;47.58482;-122.59875;2286;West Coast;City without UK name
10123;Napavine;46.57455;-122.90818;1789;West Coast;City without UK name
10124;Othello;46.82597;-119.17529;7809;West Coast;City without UK name
10125;Prairie Ridge;47.1376;-122.14873;11464;West Coast;City without UK name
10126;Rainier;46.88815;-122.68846;1985;West Coast;City without UK name
10127;Redmond;47.67399;-122.12151;60598;West Coast;City without UK name
10128;Terrace Heights;46.60624;-120.43979;6937;West Coast;City without UK name
10129;Waterville;47.64708;-120.07118;1171;West Coast;City without UK name
10130;Woodway;47.79621;-122.38291;1364;West Coast;City without UK name
10146;Stevenson Ranch;34.39048;-118.57372;17557;West Coast;City without UK name
10147;Newport East;41.51579;-71.28752;11769;East Coast;City without UK name
10148;Fort Belvoir;38.7119;-77.14589;7100;East Coast;City without UK name
10149;Claverack-Red Mills;42.22633;-73.72686;913;East Coast;City without UK name
10151;Roseburg North;43.26452;-123.30331;5912;West Coast;City without UK name
10153;Red Corral;38.41165;-120.60552;1413;West Coast;City without UK name
10154;Meadow Oaks;28.34619;-82.60284;2442;East Coast;City without UK name
10155;Verona Walk;26.08412;-81.67985;1782;East Coast;City without UK name
10156;Franklin Center;40.53153;-74.54141;4460;East Coast;City without UK name
10157;Vernon Center;41.18879;-74.50405;1713;East Coast;City without UK name
10158;Northchase;34.30782;-77.87749;3747;East Coast;City without UK name
